name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-2291,NO,1,0,0,0,0,0,0
GENE-2292,NO,1,0,2,2,0,2,1
GENE-2293,NO,1,21,16,17,17,26,21
GENE-2294,NO,1,0,0,0,0,0,0
GENE-2295,NO,1,823,798,975,919,1060,1071
GENE-2296,NO,1,0,0,0,0,0,0
GENE-2297,NO,1,0,0,0,0,0,0
GENE-2298,NO,1,2712,3216,2532,3080,2769,2405
GENE-2299,NO,1,993,848,946,930,870,905
GENE-2300,NO,1,0,0,0,0,0,0
GENE-2301,NO,1,14,18,12,27,25,19
GENE-2302,NO,1,0,0,0,0,0,0
GENE-2303,NO,1,0,0,0,0,0,0
GENE-2304,NO,1,474,548,438,372,580,593
GENE-2305,NO,1,0,0,0,0,0,0
GENE-2306,NO,1,0,0,0,0,0,0
GENE-2307,NO,1,3,2,9,7,1,0
GENE-2308,NO,1,0,0,0,0,0,0
GENE-2309,NO,1,0,0,0,0,0,0
GENE-2310,NO,1,1,0,2,1,1,0
GENE-2311,NO,1,2,5,11,14,8,7
GENE-2312,NO,1,0,0,0,0,0,0
GENE-2313,NO,1,1579,1248,1839,2037,1675,1334
GENE-2314,NO,1,65,55,67,88,78,86
GENE-2315,NO,1,0,0,0,0,0,0
GENE-2316,NO,1,221,186,225,154,171,176
GENE-2317,NO,1,0,0,0,0,0,0
GENE-2318,NO,1,0,0,0,0,0,0
GENE-2319,NO,1,0,0,0,0,0,0
GENE-2320,NO,1,11,10,12,12,18,13
GENE-2321,YES,1,1,0,0,0,0,0
GENE-2322,NO,1,0,0,0,0,0,0
GENE-2323,NO,1,0,0,0,0,0,0
GENE-2324,NO,1,0,0,0,0,0,0
GENE-2325,NO,1,0,0,0,0,0,0
GENE-2326,NO,1,0,13,12,5,19,6
GENE-2327,NO,1,0,0,0,0,0,0
GENE-2328,NO,1,29,15,36,21,24,26
GENE-2329,NO,1,0,0,0,0,0,0
GENE-2330,NO,1,0,0,0,0,0,0
GENE-2331,NO,1,0,0,0,0,0,0
GENE-2332,NO,1,0,0,0,0,0,0
GENE-2333,NO,1,23,22,24,18,27,24
GENE-2334,NO,1,0,0,0,0,0,0
GENE-2335,NO,1,0,0,0,0,0,0
GENE-2336,NO,1,0,0,0,0,0,0
GENE-2337,NO,1,0,0,0,0,0,0
GENE-2338,NO,1,2,2,1,2,2,1
GENE-2339,NO,1,307,394,252,318,347,268
GENE-2340,NO,1,62,99,108,90,96,62
GENE-2341,NO,1,0,0,0,0,0,0
GENE-2342,NO,1,0,0,0,0,0,0
GENE-2343,NO,1,0,0,0,0,0,0
GENE-2344,NO,1,0,0,0,0,0,0
GENE-2345,NO,1,0,0,0,0,0,0
GENE-2346,NO,1,0,0,0,0,0,0
GENE-2347,NO,1,54,66,39,42,31,54
GENE-2348,NO,1,522,501,417,589,452,470
GENE-2349,NO,1,0,0,0,0,0,0
GENE-2350,NO,1,65,88,72,86,61,101
GENE-2351,NO,1,0,0,0,0,0,0
GENE-2352,NO,1,0,1,0,0,1,2
GENE-2353,NO,1,0,0,0,0,0,0
GENE-2354,NO,1,10,7,2,7,5,2
GENE-2355,NO,1,16,13,12,4,11,16
GENE-2356,NO,1,1086,1084,842,1165,940,1144
GENE-2357,NO,1,0,0,0,0,0,0
GENE-2358,NO,1,0,3,2,0,0,3
GENE-2359,NO,1,0,0,0,0,0,0
GENE-2360,NO,1,50,48,53,62,55,65
GENE-2361,NO,1,16,6,10,7,6,9
GENE-2362,NO,1,14,19,15,27,24,16
GENE-2363,NO,1,2,2,4,2,0,1
GENE-2364,NO,1,5,2,5,3,4,5
GENE-2365,NO,1,0,0,0,0,0,0
GENE-2366,NO,1,0,0,1,0,0,0
GENE-2367,NO,1,1,1,0,2,0,0
GENE-2368,YES,1,0,0,0,0,0,0
GENE-2369,NO,1,48,43,25,37,48,39
GENE-2370,NO,1,0,0,0,0,0,0
GENE-2371,NO,1,0,9,6,7,17,0
GENE-2372,NO,1,0,0,0,0,0,0
GENE-2373,NO,1,0,0,0,0,0,0
GENE-2374,NO,1,0,0,0,0,0,0
GENE-2375,NO,1,0,0,0,0,0,0
GENE-2376,NO,1,0,0,0,0,0,0
GENE-2377,NO,1,0,0,0,0,0,0
GENE-2378,NO,1,185,192,193,149,197,169
GENE-2379,NO,1,0,0,0,0,0,0
GENE-2381,NO,1,4,2,4,3,3,0
GENE-2382,NO,1,0,0,0,0,0,0
GENE-2383,NO,1,0,0,0,0,0,0
GENE-2384,NO,1,0,0,0,0,0,0
GENE-2385,NO,1,0,0,0,0,0,0
GENE-2386,NO,1,0,0,0,0,0,0
GENE-2387,NO,1,0,0,0,0,0,0
GENE-2388,NO,1,321,238,286,256,344,335
GENE-2389,NO,1,0,0,0,0,0,0
GENE-2390,NO,1,0,0,0,0,0,0
GENE-2391,NO,1,280,287,283,232,258,186
GENE-2392,NO,1,0,0,0,0,0,0
GENE-2393,NO,1,258,277,209,399,316,251
GENE-2394,NO,1,0,0,0,0,0,0
GENE-2395,NO,1,0,0,0,0,0,0
GENE-2396,NO,1,4,1,1,2,2,1
GENE-2397,NO,1,0,0,0,0,0,0
GENE-2398,NO,1,0,0,0,0,0,0
GENE-2399,NO,1,0,1,0,0,0,0
GENE-2400,NO,1,5,0,2,3,4,2
GENE-2401,NO,1,26,32,48,33,67,71
GENE-2402,NO,1,0,0,0,0,0,0
GENE-2403,NO,1,0,0,0,0,0,0
GENE-2404,NO,1,96,106,75,96,74,74
GENE-2405,NO,1,0,0,0,0,0,0
GENE-2406,NO,1,0,0,0,0,0,0
GENE-2407,NO,1,231,179,163,179,154,218
GENE-2408,NO,1,0,0,0,0,0,0
GENE-2409,NO,1,580,604,642,517,490,644
GENE-2410,NO,1,0,0,0,0,0,0
GENE-2411,NO,1,0,0,0,0,0,0
GENE-2412,NO,1,0,0,0,0,0,0
GENE-2413,NO,1,3,10,5,7,8,3
GENE-2415,NO,1,0,0,0,0,0,0
GENE-2416,NO,1,0,0,0,0,0,0
GENE-2417,NO,1,0,0,0,0,0,0
GENE-2418,NO,1,0,0,0,0,0,0
GENE-2419,NO,1,0,0,0,0,0,0
GENE-2420,NO,1,0,0,0,0,0,0
GENE-2421,NO,1,0,0,0,0,0,0
GENE-2422,NO,1,0,0,0,0,0,0
GENE-2423,NO,1,0,0,0,0,0,0
GENE-2424,NO,1,0,0,0,0,0,0
GENE-2425,NO,1,0,0,0,0,0,0
GENE-2426,NO,1,56,47,47,57,39,45
GENE-2427,NO,1,0,0,0,0,0,0
GENE-2428,NO,1,0,0,0,0,0,0
GENE-2429,NO,1,0,0,0,0,0,0
GENE-2430,NO,1,0,0,0,0,0,0
GENE-2431,NO,1,2,1,1,3,0,1
GENE-2432,NO,1,0,0,0,0,0,0
GENE-2433,NO,1,0,0,0,0,0,0
GENE-2434,NO,1,3,2,1,0,2,0
GENE-2435,NO,1,23,36,29,30,41,34
GENE-2436,NO,1,0,0,0,0,0,0
GENE-2437,NO,1,443,76,12,91,2,129
GENE-2438,NO,1,53,89,54,61,76,63
GENE-2439,NO,1,9,2,4,5,6,7
GENE-2440,NO,1,24,24,29,40,37,32
GENE-2441,NO,1,391,386,388,334,355,354
GENE-2442,NO,1,2,1,2,2,0,2
GENE-2443,NO,1,0,0,0,0,0,0
GENE-2444,NO,1,0,0,0,0,0,0
GENE-2445,NO,1,0,0,0,0,0,0
GENE-2446,NO,1,2,5,0,6,3,2
GENE-2447,NO,1,1286,1478,1285,1388,1301,1472
GENE-2448,NO,1,0,0,0,0,0,0
GENE-2449,NO,1,299,565,520,484,419,408
GENE-2450,NO,1,5517,2241,4977,3945,4373,3639
GENE-2451,NO,1,0,4,1,0,1,3
GENE-2452,NO,1,340,359,467,381,423,471
GENE-2453,NO,1,0,0,0,0,0,0
GENE-2454,NO,1,323,417,336,282,299,275
GENE-2455,NO,1,0,0,0,0,0,0
GENE-2456,NO,1,2592,2051,2177,2226,1801,2325
GENE-2457,NO,1,0,0,0,0,0,0
GENE-2458,NO,1,0,0,0,0,0,0
GENE-2459,NO,1,0,0,0,0,0,0
GENE-2460,NO,1,0,0,0,0,0,0
GENE-2461,NO,1,0,0,0,0,0,0
GENE-2462,NO,1,0,1,0,0,0,0
GENE-2463,NO,1,0,0,0,0,0,0
GENE-2464,NO,1,288,294,273,272,186,289
GENE-2465,NO,1,119,125,126,137,125,143
GENE-2467,NO,1,0,0,0,0,0,0
GENE-2468,NO,1,0,0,0,0,2,1
GENE-2469,NO,1,0,0,0,0,0,0
GENE-2470,NO,1,0,0,0,0,0,0
GENE-2471,NO,1,0,0,0,0,0,0
GENE-2472,NO,1,186,139,170,146,233,172
GENE-2473,NO,1,0,0,0,0,0,0
GENE-2474,NO,1,18,14,19,16,17,13
GENE-2475,NO,1,11,18,12,10,23,8
GENE-2476,NO,1,0,0,0,0,0,0
GENE-2477,NO,1,0,0,0,0,0,0
GENE-2478,NO,1,1,0,1,1,0,2
GENE-2479,NO,1,0,0,0,0,0,0
GENE-2480,NO,1,0,0,0,0,0,0
GENE-2481,NO,1,0,0,0,0,0,0
GENE-2482,NO,1,71,68,90,75,57,44
GENE-2483,NO,1,0,0,0,0,0,0
GENE-2484,NO,1,0,0,0,0,0,0
GENE-2485,NO,1,0,0,0,0,0,0
GENE-2486,NO,1,0,0,0,0,0,0
GENE-2487,NO,1,0,0,0,0,0,0
GENE-2488,NO,1,0,0,0,0,0,0
GENE-2489,NO,1,0,0,0,0,0,0
GENE-2490,NO,1,118,118,137,140,119,124
GENE-2491,NO,1,0,0,0,0,0,0
GENE-2492,NO,1,90,61,57,52,64,67
GENE-2493,NO,1,0,0,0,0,0,0
GENE-2494,NO,1,0,0,0,0,0,0
GENE-2495,NO,1,1,0,2,2,5,3
GENE-2497,NO,1,0,0,0,0,0,0
GENE-2498,NO,1,0,0,0,0,0,0
GENE-2499,NO,1,0,0,0,0,0,0
GENE-2500,NO,1,2322,2411,2049,2546,2269,2843
GENE-2501,NO,1,0,0,0,0,0,0
GENE-2502,NO,1,0,0,0,0,0,0
GENE-2503,NO,1,0,0,0,0,0,0
GENE-2504,NO,1,192,63,148,107,207,261
GENE-2505,NO,1,0,0,0,0,0,0
GENE-2506,NO,1,0,3,0,0,0,1
GENE-2507,NO,1,0,0,0,0,0,0
GENE-2508,NO,1,0,0,0,0,0,0
GENE-2509,NO,1,0,0,0,0,0,0
GENE-2510,NO,1,0,0,0,0,0,0
GENE-2511,NO,1,449,352,434,331,300,408
GENE-2512,NO,1,0,0,0,0,0,0
GENE-2513,NO,1,976,1038,825,923,1039,691
GENE-2514,NO,1,331,212,295,350,168,257
GENE-2515,YES,1,0,0,0,0,0,0
GENE-2516,NO,1,0,0,0,0,0,0
GENE-2517,NO,1,0,0,0,0,0,0
GENE-2518,YES,1,0,0,0,0,0,0
GENE-2519,NO,1,0,0,0,0,0,0
GENE-2520,NO,1,0,0,0,0,0,0
GENE-2521,NO,1,53,37,63,64,71,43
GENE-2522,NO,1,0,0,0,0,0,0
GENE-2523,NO,1,72,65,88,88,77,106
GENE-2524,NO,1,0,0,0,0,0,0
GENE-2525,NO,1,0,0,0,0,0,0
GENE-2526,NO,1,0,0,0,0,0,0
GENE-2527,NO,1,613,637,691,585,613,588
GENE-2528,NO,1,0,0,0,0,0,0
GENE-2529,NO,1,0,1,0,0,0,1
GENE-2530,NO,1,1,3,2,2,0,2
GENE-2531,NO,1,16,27,26,29,19,36
GENE-2532,NO,1,2,3,3,5,1,2
GENE-2533,NO,1,33,37,30,31,42,43
GENE-2534,NO,1,163,241,165,127,177,165
GENE-2535,NO,1,0,0,0,0,0,0
GENE-2536,NO,1,150,165,163,210,107,115
GENE-2537,NO,1,0,0,0,0,0,0
GENE-2538,NO,1,96,169,105,162,169,98
GENE-2539,NO,1,4470,5345,4669,3841,5500,5105
GENE-2540,NO,1,3,8,8,4,6,9
GENE-2541,NO,1,317,356,294,322,290,350
GENE-2542,NO,1,16,6,8,9,24,21
GENE-2543,NO,1,0,0,0,0,0,0
GENE-2544,NO,1,0,0,0,0,0,0
GENE-2545,NO,1,18,11,24,39,28,18
GENE-2546,NO,1,0,0,0,0,0,0
GENE-2547,NO,1,0,0,0,0,0,0
GENE-2548,NO,1,0,0,0,0,0,0
GENE-2549,NO,1,0,0,0,0,0,0
GENE-2550,NO,1,0,0,0,0,0,0
GENE-2551,NO,1,0,0,0,0,0,0
GENE-2552,NO,1,567,614,699,617,686,669
GENE-2553,NO,1,0,0,0,0,0,0
GENE-2554,NO,1,0,0,0,0,0,0
GENE-2555,NO,1,0,0,0,0,0,0
GENE-2556,NO,1,0,1,0,0,1,0
GENE-2557,NO,1,6,7,9,10,7,8
GENE-2558,NO,1,150,75,88,101,113,88
GENE-2559,NO,1,28,27,22,24,23,38
GENE-2560,NO,1,0,0,0,0,0,0
GENE-2561,NO,1,0,0,0,0,0,0
GENE-2562,NO,1,0,0,0,0,0,0
GENE-2563,NO,1,0,0,0,0,0,0
GENE-2564,NO,1,0,4,6,2,0,3
GENE-2565,NO,1,0,0,0,0,0,0
GENE-2566,NO,1,0,0,0,0,0,0
GENE-2567,NO,1,0,0,0,0,0,0
GENE-2568,NO,1,0,0,0,0,0,0
GENE-2569,NO,1,102,71,67,87,59,66
GENE-2570,NO,1,0,0,0,0,0,0
GENE-2571,NO,1,4,7,2,3,3,3
GENE-2572,NO,1,0,0,0,0,0,0
GENE-2573,NO,1,0,0,0,0,0,0
GENE-2574,NO,1,0,0,0,0,0,0
GENE-2575,NO,1,0,0,0,0,0,0
GENE-2576,NO,1,0,0,0,0,0,0
GENE-2577,NO,1,7,14,15,13,12,10
GENE-2578,NO,1,0,0,0,0,0,0
GENE-2579,NO,1,118,134,121,132,121,124
GENE-2580,NO,1,0,0,0,0,0,0
GENE-2581,NO,1,0,0,0,0,0,0
GENE-2582,NO,1,0,0,0,0,0,0
GENE-2583,NO,1,0,0,0,0,0,0
GENE-2584,NO,1,0,0,0,0,0,0
GENE-2585,NO,1,0,0,0,0,0,0
GENE-2586,NO,1,0,0,0,0,0,0
GENE-2587,NO,1,0,0,0,0,0,0
GENE-2588,NO,1,0,0,0,0,0,0
GENE-2589,NO,1,0,0,0,0,0,0
GENE-2590,NO,1,0,0,0,0,0,0
GENE-2591,NO,1,3,2,1,10,2,2
GENE-2592,NO,1,3,5,0,5,5,3
GENE-2593,NO,1,639,543,375,784,616,325
GENE-2594,NO,1,0,0,0,0,0,0
GENE-2595,YES,1,0,0,0,0,0,0
GENE-2597,NO,1,0,0,0,0,0,0
GENE-2598,NO,1,0,0,0,0,0,0
GENE-2599,NO,1,0,0,0,0,0,0
GENE-2600,NO,1,20,14,21,13,27,7
GENE-2601,NO,1,15,1069,30,24,86,215
GENE-2602,NO,1,0,0,0,0,0,0
GENE-2603,NO,1,0,0,0,0,0,0
GENE-2604,NO,1,0,0,0,0,0,0
GENE-2605,YES,1,0,0,0,0,0,0
GENE-2606,NO,1,0,0,0,0,0,0
GENE-2607,NO,1,0,0,0,0,0,0
GENE-2608,NO,1,0,0,0,0,0,0
GENE-2609,NO,1,8,9,6,2,4,7
GENE-2610,NO,1,0,0,0,0,0,0
GENE-2611,NO,1,0,0,0,0,0,0
GENE-2612,NO,1,278,327,269,283,321,383
GENE-2613,NO,1,523,664,487,763,425,721
GENE-2614,NO,1,0,0,0,0,0,0
GENE-2615,YES,1,0,0,0,0,0,0
GENE-2616,NO,1,2,0,0,1,0,3
GENE-2617,NO,1,0,0,0,0,0,0
GENE-2618,NO,1,0,0,0,0,0,0
GENE-2619,NO,1,0,0,0,0,0,0
GENE-2620,NO,1,0,0,0,0,0,0
GENE-2621,NO,1,0,0,0,0,0,0
GENE-2622,NO,1,0,0,0,0,0,1
GENE-2623,NO,1,0,0,0,0,0,0
GENE-2624,NO,1,0,0,0,0,0,0
GENE-2625,NO,1,0,0,0,0,0,0
GENE-2626,NO,1,216,231,207,225,179,179
GENE-2627,NO,1,436,473,419,535,397,374
GENE-2628,NO,1,0,0,0,0,0,0
GENE-2629,NO,1,0,0,0,0,0,0
GENE-2630,NO,1,0,0,0,0,0,0
GENE-2631,NO,1,63,48,48,72,65,47
GENE-2632,NO,1,1,0,0,2,0,0
GENE-2633,NO,1,121,113,125,148,106,196
GENE-2634,NO,1,0,0,0,0,0,0
GENE-2635,NO,1,0,0,0,0,0,0
GENE-2636,NO,1,9,7,3,4,6,7
GENE-2637,NO,1,0,0,0,0,0,0
GENE-2638,NO,1,0,0,0,0,0,0
GENE-2639,NO,1,198,170,143,138,175,192
GENE-2640,NO,1,0,0,0,0,0,0
GENE-2641,NO,1,0,0,0,0,0,0
GENE-2642,NO,1,0,0,0,0,0,0
GENE-2643,NO,1,52,86,83,64,78,64
GENE-2644,NO,1,0,0,0,0,0,0
GENE-2645,NO,1,122,78,99,107,80,69
GENE-2646,NO,1,0,0,0,0,0,0
GENE-2647,NO,1,0,0,0,0,0,0
GENE-2648,NO,1,287,348,345,317,334,300
GENE-2649,NO,1,0,0,0,0,0,0
GENE-2650,NO,1,0,0,0,0,0,0
GENE-2651,NO,1,0,0,0,0,0,0
GENE-2652,NO,1,0,0,0,0,0,0
GENE-2653,NO,1,0,0,0,0,0,0
GENE-2654,NO,1,0,0,0,0,0,0
GENE-2655,NO,1,0,0,0,0,0,0
GENE-2656,NO,1,0,0,0,0,0,0
GENE-2657,NO,1,0,0,0,0,0,0
GENE-2658,NO,1,183,216,227,228,232,185
GENE-2659,NO,1,0,0,0,0,0,0
GENE-2660,NO,1,0,0,0,0,0,0
GENE-2661,NO,1,0,0,0,0,0,0
GENE-2662,NO,1,0,0,0,0,0,0
GENE-2663,NO,1,0,0,0,0,0,0
GENE-2664,NO,1,946,982,1406,1209,1265,1374
GENE-2665,YES,1,2,2,0,6,8,6
GENE-2666,NO,1,0,0,0,0,0,0
GENE-2667,YES,1,0,0,0,0,0,0
GENE-2668,NO,1,0,0,0,0,0,0
GENE-2669,NO,1,0,0,0,0,0,0
GENE-2670,NO,1,178,126,314,176,182,121
GENE-2671,NO,1,0,0,0,0,0,0
GENE-2672,NO,1,0,0,0,0,0,0
GENE-2673,NO,1,0,0,0,0,0,0
GENE-2674,NO,1,0,0,0,0,0,0
GENE-2675,NO,1,0,0,0,0,0,0
GENE-2676,NO,1,0,0,0,0,0,0
GENE-2677,NO,1,43,40,51,49,62,62
GENE-2678,NO,1,0,0,0,0,0,0
GENE-2679,NO,1,0,0,0,0,0,0
GENE-2680,NO,1,8,13,14,11,15,11
GENE-2681,NO,1,0,0,0,0,0,0
GENE-2682,NO,1,0,0,0,0,0,0
GENE-2683,NO,1,0,0,0,0,0,0
GENE-2684,NO,1,27,47,40,38,33,35
GENE-2685,NO,1,0,0,0,0,0,0
GENE-2686,NO,1,1,3,1,3,2,3
GENE-2687,NO,1,0,0,0,0,0,0
GENE-2688,NO,1,0,0,0,0,0,0
GENE-2689,NO,1,0,0,0,0,0,0
GENE-2690,NO,1,0,0,0,0,0,0
GENE-2691,NO,1,0,0,0,0,0,0
GENE-2692,NO,1,0,0,0,0,0,0
GENE-2693,NO,1,0,0,0,0,0,0
GENE-2694,NO,1,68,71,58,71,68,67
GENE-2695,NO,1,0,0,0,0,0,0
GENE-2696,NO,1,237,511,343,403,387,744
GENE-2697,NO,1,125,127,92,111,102,96
GENE-2698,NO,1,0,0,0,0,0,0
GENE-2699,NO,1,1,1,2,0,4,3
GENE-2700,NO,1,211,194,235,254,211,245
GENE-2701,NO,1,0,0,0,0,0,0
GENE-2702,NO,1,3127,2080,1953,1180,2032,2432
GENE-2703,YES,1,0,0,0,0,0,0
GENE-2704,NO,1,0,0,0,0,0,0
GENE-2705,NO,1,0,0,0,0,0,0
GENE-2706,NO,1,0,0,0,0,0,0
GENE-2707,NO,1,0,0,0,0,0,0
GENE-2708,NO,1,0,0,0,0,0,0
GENE-2709,NO,1,0,0,0,0,0,0
GENE-2710,NO,1,0,0,0,0,0,0
GENE-2711,NO,1,0,1,0,0,0,0
GENE-2712,NO,1,49,95,462,353,625,219
GENE-2713,NO,1,144,234,168,256,168,230
GENE-2714,NO,1,0,0,0,0,0,0
GENE-2715,NO,1,0,0,0,0,0,0
GENE-2716,NO,1,0,1,0,1,2,0
GENE-2717,NO,1,0,0,0,0,0,0
GENE-2718,NO,1,0,0,0,0,0,0
GENE-2719,NO,1,0,0,0,0,0,0
GENE-2720,NO,1,0,0,0,0,0,0
GENE-2721,NO,1,25,18,19,26,15,17
GENE-2722,NO,1,0,0,0,0,0,0
GENE-2723,NO,1,0,0,0,0,0,0
GENE-2724,NO,1,0,0,0,0,0,0
GENE-2725,NO,1,0,0,0,0,0,0
GENE-2726,NO,1,0,0,0,0,0,0
GENE-2727,NO,1,0,0,0,0,0,0
GENE-2728,NO,1,1202,1785,1261,1595,1318,2265
GENE-2729,NO,1,0,0,0,0,0,0
GENE-2730,NO,1,0,0,0,0,0,0
GENE-2731,NO,1,797,807,766,2029,857,938
GENE-2732,NO,1,0,0,0,0,0,0
GENE-2733,NO,1,0,0,0,0,0,0
GENE-2734,NO,1,0,0,0,0,0,0
GENE-2735,NO,1,0,0,0,0,0,0
GENE-2736,NO,1,162,227,166,164,140,248
GENE-2737,YES,1,0,0,0,0,0,0
GENE-2738,NO,1,0,0,0,0,0,0
GENE-2739,NO,1,0,0,0,0,0,0
GENE-2740,NO,1,11,7,6,8,6,4
GENE-2741,NO,1,172,168,151,145,151,197
GENE-2742,NO,1,0,0,0,0,0,0
GENE-2743,NO,1,0,0,0,0,0,0
GENE-2744,NO,1,0,0,0,0,0,0
GENE-2745,NO,1,0,0,0,0,0,0
GENE-2746,NO,1,0,0,0,0,0,0
GENE-2747,NO,1,279,241,282,256,295,216
GENE-2748,NO,1,0,0,0,0,0,0
GENE-2749,NO,1,17,2590,283,2198,86,1298
GENE-2750,NO,1,0,0,0,0,0,0
GENE-2751,NO,1,0,0,0,0,0,0
GENE-2752,NO,1,0,0,0,0,0,0
GENE-2753,NO,1,0,0,0,0,0,0
GENE-2754,NO,1,440,601,387,443,402,442
GENE-2755,NO,1,0,0,0,0,0,0
GENE-2756,NO,1,7,29,20,22,25,24
GENE-2757,NO,1,76,80,57,72,71,88
GENE-2758,NO,1,0,0,0,0,0,0
GENE-2759,NO,1,0,0,0,0,0,0
GENE-2760,NO,1,0,0,0,0,0,0
GENE-2761,NO,1,0,0,0,0,0,0
GENE-2762,NO,1,0,0,0,0,0,0
GENE-2763,NO,1,206,116,209,147,133,156
GENE-2764,NO,1,371,297,350,328,473,350
GENE-2766,NO,1,0,0,0,0,0,0
GENE-2767,NO,1,11,5,13,15,4,8
GENE-2768,NO,1,145,128,134,185,136,101
GENE-2769,YES,1,0,0,0,0,0,0
GENE-2770,NO,1,0,0,0,0,0,0
GENE-2771,NO,1,13,13,9,7,10,18
GENE-2772,NO,1,0,0,0,0,0,0
GENE-2773,NO,1,0,0,0,0,0,0
GENE-2774,NO,1,52,43,47,54,62,50
GENE-2775,NO,1,0,0,2,2,0,1
GENE-2776,NO,1,9,10,18,10,18,11
GENE-2777,NO,1,0,0,0,0,0,0
GENE-2778,NO,1,0,0,0,0,0,0
GENE-2779,NO,1,1472,1829,1622,2288,1637,2004
GENE-2780,YES,1,0,0,0,0,0,0
GENE-2781,NO,1,0,0,0,0,0,0
GENE-2782,NO,1,0,0,0,0,0,0
GENE-2784,NO,1,0,0,0,1,0,0
GENE-2785,NO,1,2,2,4,3,3,1
GENE-2786,NO,1,0,0,0,0,0,0
GENE-2787,NO,1,5,3,5,2,3,3
GENE-2788,NO,1,725,709,694,664,679,705
GENE-2789,NO,1,4,1,2,3,1,4
GENE-2790,NO,1,0,0,0,0,0,0
GENE-2791,NO,1,2203,2150,45,62,2,922
GENE-2792,NO,1,1007,943,966,971,993,961
GENE-2793,NO,1,3,1,0,2,2,3
GENE-2794,NO,1,0,0,0,0,0,0
GENE-2795,NO,1,0,0,0,0,0,0
GENE-2796,NO,1,0,0,0,0,0,0
GENE-2797,NO,1,174,238,235,244,277,203
GENE-2798,NO,1,3,0,0,0,0,0
GENE-2799,NO,1,0,0,0,0,0,0
GENE-2800,NO,1,0,0,0,0,0,0
GENE-2801,NO,1,0,0,0,0,0,0
GENE-2802,YES,1,0,0,0,0,0,0
GENE-2803,NO,1,0,0,0,0,0,0
GENE-2804,NO,1,0,0,0,0,0,0
GENE-2805,NO,1,11,12,20,17,13,20
GENE-2806,NO,1,426,463,466,552,485,482
GENE-2807,NO,1,0,0,0,0,0,0
GENE-2808,NO,1,0,0,0,0,0,0
GENE-2809,NO,1,17,2,15,9,22,9
GENE-2810,NO,1,19,28,25,26,31,23
GENE-2811,NO,1,0,0,0,0,0,0
GENE-2812,NO,1,0,0,0,0,0,0
GENE-2813,NO,1,0,3,0,0,0,0
GENE-2814,NO,1,2,3,6,8,0,4
GENE-2815,NO,1,5,12,12,11,13,9
GENE-2816,NO,1,15,5,13,20,14,13
GENE-2817,NO,1,0,0,0,0,0,0
GENE-2818,NO,1,2,1,2,1,4,3
GENE-2819,NO,1,45,72,53,46,53,69
GENE-2820,NO,1,9041,5644,4269,6402,5428,4397
GENE-2821,NO,1,0,0,0,0,0,0
GENE-2822,NO,1,0,0,0,0,0,0
GENE-2823,NO,1,0,0,1,1,1,0
GENE-2824,NO,1,0,0,0,0,0,0
GENE-2825,NO,1,0,0,0,0,0,0
GENE-2826,NO,1,0,0,0,0,0,0
GENE-2827,NO,1,0,0,0,0,1,0
GENE-2828,NO,1,0,0,0,0,0,0
GENE-2829,NO,1,9,8,14,8,12,11
GENE-2830,NO,1,0,0,0,0,0,0
GENE-2831,NO,1,1,0,1,1,0,0
GENE-2832,YES,1,0,0,0,3,0,2
GENE-2833,NO,1,0,0,0,4,11,0
GENE-2834,NO,1,0,0,0,0,0,0
GENE-2835,NO,1,209,183,130,149,139,158
GENE-2836,NO,1,0,0,0,0,0,0
GENE-2837,NO,1,0,0,0,0,0,0
GENE-2838,NO,1,0,0,0,0,0,0
GENE-2839,NO,1,9,19,9,14,15,4
GENE-2840,NO,1,10,5,26,31,4,13
GENE-2841,NO,1,0,0,0,0,0,0
GENE-2842,NO,1,0,0,0,0,0,0
GENE-2843,NO,1,0,0,0,0,0,0
GENE-2844,NO,1,0,0,0,0,0,0
GENE-2845,NO,1,0,0,0,0,0,0
GENE-2846,NO,1,5,6,2,8,4,9
GENE-2847,NO,1,2310,2310,2279,2229,2038,2242
GENE-2848,NO,1,0,0,0,0,0,0
GENE-2849,NO,1,16,4,7,4,6,7
GENE-2850,NO,1,0,0,0,0,1,0
GENE-2852,NO,1,0,0,0,0,0,0
GENE-2853,NO,1,33,48,31,36,36,31
GENE-2854,NO,1,0,0,0,0,0,0
GENE-2855,NO,1,0,0,0,0,0,1
GENE-2856,NO,1,0,0,0,0,0,0
GENE-2857,NO,1,0,0,0,0,0,0
GENE-2858,NO,1,40,52,55,50,45,39
GENE-2859,NO,1,0,0,0,0,0,0
GENE-2860,NO,1,30,28,32,16,35,23
GENE-2861,NO,1,0,0,0,0,0,0
GENE-2863,NO,1,222,159,264,175,212,202
GENE-2864,NO,1,44,40,19,162,133,10
GENE-2865,NO,1,0,0,0,0,0,0
GENE-2866,NO,1,0,0,0,0,0,0
GENE-2867,NO,1,9865,11149,12195,9683,9930,10167
GENE-2868,NO,1,0,0,0,0,0,0
GENE-2869,NO,1,0,0,0,0,0,0
GENE-2870,NO,1,0,0,0,0,0,0
GENE-2871,NO,1,0,0,0,0,0,0
GENE-2872,NO,1,1784,663,1758,12227,855,1752
GENE-2873,NO,1,1320,1249,1654,2720,1373,1345
GENE-2874,NO,1,0,1,0,0,0,0
GENE-2875,NO,1,400,504,350,385,440,430
GENE-2876,NO,1,0,0,0,0,0,0
